from,to,kind,evidence,confidence
apps/server/src/modules/ai/key-agent-config.service.ts,model:keyAgentConfig,reads-model,keyAgentConfig.findFirst(),high
apps/server/src/modules/ai/key-agent-config.service.ts,model:keyAgentConfig,writes-model,keyAgentConfig.create(),high
apps/server/src/modules/ai/key-agent-config.service.ts,model:keyAgentConfig,writes-model,keyAgentConfig.update(),high
apps/server/src/modules/ai/key-auditor.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/key-auditor.service.spec.ts,apps/server/src/modules/ai/key-auditor.service.ts,imports,./key-auditor.service,high
apps/server/src/modules/ai/key-auditor.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/key-auditor.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/key-auditor.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/key-auditor.service.ts,model:contactTask,reads-model,contactTask.findUnique(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:evidence,reads-model,evidence.findMany(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:approvalRequest,reads-model,approvalRequest.findUnique(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:contentRequest,reads-model,contentRequest.findUnique(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:contentDeliveryPackage,reads-model,contentDeliveryPackage.findMany(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:approvalRequest,reads-model,approvalRequest.findMany(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:contentRequest,reads-model,contentRequest.findMany(),high
apps/server/src/modules/ai/key-auditor.service.ts,model:contactTask,reads-model,contactTask.findMany(),high
apps/server/src/modules/ai/key-command.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/timeline/timeline.service.ts,imports,../timeline/timeline.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/ai/key-tool-registry.service.ts,imports,./key-tool-registry.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/ai/key-tool-registry.service.ts,imports,./key-tool-registry.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/key-cortex/key-cortex-tool-registry.service.ts,imports,../key-cortex/key-cortex-tool-registry.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/command/command.service.ts,imports,../command/command.service,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/timeline/timeline.service.ts,injects,TimelineService,high
apps/server/src/modules/ai/key-command.service.ts,apps/server/src/modules/ai/key-tool-registry.service.ts,injects,KeyToolRegistryService,high
apps/server/src/modules/ai/key-identity-and-authority.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/key-identity-and-authority.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/key-identity-and-authority.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/key-identity-and-authority.spec.ts,apps/server/src/modules/ai/ai-oversight.service.ts,imports,./ai-oversight.service,high
apps/server/src/modules/ai/key-identity-and-authority.spec.ts,apps/server/src/modules/ai/role-engine.service.ts,imports,./role-engine.service,high
apps/server/src/modules/ai/key-monitor.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/key-monitor.service.spec.ts,apps/server/src/modules/ai/key-monitor.service.ts,imports,./key-monitor.service,high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:contactTask,reads-model,contactTask.findMany(),high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:contentRequest,reads-model,contentRequest.findMany(),high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:approvalRequest,reads-model,approvalRequest.findMany(),high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:booking,reads-model,booking.findMany(),high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:callLog,reads-model,callLog.findMany(),high
apps/server/src/modules/ai/key-monitor.service.spec.ts,model:evidence,reads-model,evidence.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/key-monitor.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/key-monitor.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/key-monitor.service.ts,model:contactTask,reads-model,contactTask.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:contentRequest,reads-model,contentRequest.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:approvalRequest,reads-model,approvalRequest.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:booking,reads-model,booking.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:contactTask,reads-model,contactTask.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:evidence,reads-model,evidence.findMany(),high
apps/server/src/modules/ai/key-monitor.service.ts,model:callLog,reads-model,callLog.findMany(),high
apps/server/src/modules/ai/key-planner.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/key-planner.service.spec.ts,apps/server/src/modules/ai/key-planner.service.ts,imports,./key-planner.service,high
apps/server/src/modules/ai/key-planner.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/key-planner.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/key-planner.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/key-planner.service.ts,model:product,reads-model,product.count(),high
apps/server/src/modules/ai/key-planner.service.ts,model:invoice,reads-model,invoice.count(),high
apps/server/src/modules/ai/key-planner.service.ts,model:product,reads-model,product.findMany(),high
apps/server/src/modules/ai/key-planner.service.ts,model:socialPost,reads-model,socialPost.count(),high
apps/server/src/modules/ai/key-planner.service.ts,model:contentRequest,reads-model,contentRequest.count(),high
apps/server/src/modules/ai/key-planner.service.ts,model:contentRequest,reads-model,contentRequest.count(),high
apps/server/src/modules/ai/key-tool-registry.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/safe-to-spend.service.ts,imports,../finance/safe-to-spend.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/cashflow-forecast.service.ts,imports,../finance/cashflow-forecast.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/money-moves.service.ts,imports,../finance/money-moves.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/receivables.service.ts,imports,../finance/receivables.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/finance-overview.service.ts,imports,../finance/finance-overview.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/command/command.service.ts,imports,../command/command.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/timeline/timeline.service.ts,imports,../timeline/timeline.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/ai/connector-intelligence.service.ts,imports,./connector-intelligence.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/ai/ai-execution-log.service.ts,imports,./ai-execution-log.service,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/key-tool-registry.service.ts,apps/server/src/modules/finance/safe-to-spend.service.ts,injects,SafeToSpendService,high
apps/server/src/modules/ai/key-tool-registry.service.ts,model:invoice,reads-model,invoice.findUnique(),high
apps/server/src/modules/ai/key-tool-registry.service.ts,model:contact,reads-model,contact.findMany(),high
apps/server/src/modules/ai/key-tool-registry.service.ts,model:invoice,reads-model,invoice.aggregate(),high
apps/server/src/modules/ai/key-tool-registry.service.ts,model:invoice,reads-model,invoice.count(),high
apps/server/src/modules/ai/key-tool-registry.service.ts,model:invoice,reads-model,invoice.findFirst(),high
apps/server/src/modules/ai/langfuse.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/langfuse.service.spec.ts,apps/server/src/modules/ai/langfuse.service.ts,imports,./langfuse.service,high
apps/server/src/modules/ai/langfuse.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/langfuse.service.ts,crypto,imports-external,crypto,high
apps/server/src/modules/ai/learned-corrections-loop.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/learned-corrections-loop.spec.ts,apps/server/src/modules/ai/ai-memory.service.ts,imports,./ai-memory.service,high
apps/server/src/modules/ai/ledger-report-tools.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/ledger-report-tools.spec.ts,apps/server/src/modules/ai/flow-orchestrator.service.ts,imports,./flow-orchestrator.service,high
apps/server/src/modules/ai/ledger-report-tools.spec.ts,apps/server/src/modules/ai/flow-tool-registry.ts,imports,./flow-tool-registry,high
apps/server/src/modules/ai/llm-cost-coverage.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/llm-cost-coverage.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/llm-cost-coverage.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/llm-cost-coverage.spec.ts,apps/server/src/modules/ai/llm-cost.service.ts,imports,./llm-cost.service,high
apps/server/src/modules/ai/llm-cost.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/llm-cost.service.spec.ts,apps/server/src/modules/ai/llm-cost.service.ts,imports,./llm-cost.service,high
apps/server/src/modules/ai/llm-cost.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/llm-cost.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/llm-cost.service.ts,@prisma/client,imports-external,@prisma/client,high
apps/server/src/modules/ai/llm-cost.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/llm-cost.service.ts,model:lLMProviderCost,writes-model,lLMProviderCost.create(),high
apps/server/src/modules/ai/llm-cost.service.ts,model:lLMProviderCost,reads-model,lLMProviderCost.aggregate(),high
apps/server/src/modules/ai/llm-cost.service.ts,model:lLMProviderCost,reads-model,lLMProviderCost.groupBy(),high
apps/server/src/modules/ai/match-refresh-scheduler.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/match-refresh-scheduler.service.ts,apps/server/src/modules/ai/business-matching.service.ts,imports,./business-matching.service,high
apps/server/src/modules/ai/match-refresh-scheduler.service.ts,apps/server/src/core/scheduling/safe-interval.ts,imports,../../core/scheduling/safe-interval,high
apps/server/src/modules/ai/match-refresh-scheduler.service.ts,apps/server/src/modules/ai/business-matching.service.ts,injects,BusinessMatchingService,high
apps/server/src/modules/ai/model-gateway.service.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/model-gateway.service.spec.ts,apps/server/src/modules/ai/model-gateway.service.ts,imports,./model-gateway.service,high
apps/server/src/modules/ai/model-gateway.service.spec.ts,apps/server/src/modules/ai/llm-cost.service.ts,imports,./llm-cost.service,high
apps/server/src/modules/ai/model-gateway.service.spec.ts,apps/server/src/modules/ai/langfuse.service.ts,imports,./langfuse.service,high
apps/server/src/modules/ai/model-gateway.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/model-gateway.service.ts,crypto,imports-external,crypto,high
apps/server/src/modules/ai/model-gateway.service.ts,openai,imports-external,openai,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/modules/ai/ai-output-contracts.ts,imports,./ai-output-contracts,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/modules/ai/llm-cost.service.ts,imports,./llm-cost.service,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/modules/ai/langfuse.service.ts,imports,./langfuse.service,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/modules/ai/llm-cost.service.ts,injects,LLMCostService,high
apps/server/src/modules/ai/model-gateway.service.ts,apps/server/src/modules/ai/langfuse.service.ts,injects,LangfuseService,high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiUsageLog,reads-model,aiUsageLog.aggregate(),high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiUsageLog,reads-model,aiUsageLog.groupBy(),high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiMemory,reads-model,aiMemory.findUnique(),high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiMemory,writes-model,aiMemory.upsert(),high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiMemory,reads-model,aiMemory.findUnique(),high
apps/server/src/modules/ai/model-gateway.service.ts,model:aiMemory,writes-model,aiMemory.upsert(),high
apps/server/src/modules/ai/model-pricing.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/model-pricing.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/model-pricing.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/morning-briefing.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,@nestjs/event-emitter,imports-external,@nestjs/event-emitter,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/cron-scheduler.service.ts,imports,./cron-scheduler.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/planner.service.ts,imports,./planner.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/role-engine.service.ts,imports,./role-engine.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/ai-oversight.service.ts,imports,./ai-oversight.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/workload-aggregator.service.ts,imports,./workload-aggregator.service,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/cron-scheduler.service.ts,injects,CronSchedulerService,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/planner.service.ts,injects,PlannerService,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/role-engine.service.ts,injects,RoleEngineService,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/ai-oversight.service.ts,injects,AiOversightService,high
apps/server/src/modules/ai/morning-briefing.service.ts,apps/server/src/modules/ai/workload-aggregator.service.ts,injects,WorkloadAggregatorService,high
apps/server/src/modules/ai/morning-briefing.service.ts,briefing.generated,emits,briefing.generated,high
apps/server/src/modules/ai/morning-briefing.service.ts,plan.approved,emits,plan.approved,high
apps/server/src/modules/ai/morning-briefing.service.ts,model:autopilotSettings,reads-model,autopilotSettings.findUnique(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlan,reads-model,aiPlan.findFirst(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlan,writes-model,aiPlan.create(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlanStep,reads-model,aiPlanStep.findFirst(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlanStep,reads-model,aiPlanStep.findMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlan,writes-model,aiPlan.update(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlanStep,writes-model,aiPlanStep.updateMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiPlan,reads-model,aiPlan.findFirst(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:invoice,reads-model,invoice.findMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:quote,reads-model,quote.findMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:contact,reads-model,contact.findMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:booking,reads-model,booking.count(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:booking,reads-model,booking.count(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:projectTask,reads-model,projectTask.findMany(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiApprovalItem,reads-model,aiApprovalItem.count(),high
apps/server/src/modules/ai/morning-briefing.service.ts,model:aiExecutionLog,reads-model,aiExecutionLog.count(),high
apps/server/src/modules/ai/obligation-tools.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/obligation-tools.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/obligation-tools.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/obligation-tools.spec.ts,apps/server/src/modules/ai/flow-orchestrator.service.ts,imports,./flow-orchestrator.service,high
apps/server/src/modules/ai/obligation-tools.spec.ts,apps/server/src/modules/ai/flow-tool-registry.ts,imports,./flow-tool-registry,high
apps/server/src/modules/ai/obligation-tools.spec.ts,apps/server/src/modules/ai/role-engine.service.ts,imports,./role-engine.service,high
apps/server/src/modules/ai/output-template.controller.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/output-template.controller.ts,apps/server/src/core/auth/auth.guard.ts,imports,../../core/auth/auth.guard,high
apps/server/src/modules/ai/output-template.controller.ts,apps/server/src/core/auth/business.guard.ts,imports,../../core/auth/business.guard,high
apps/server/src/modules/ai/output-template.controller.ts,apps/server/src/modules/ai/output-template.service.ts,imports,./output-template.service,high
apps/server/src/modules/ai/output-template.controller.ts,apps/server/src/modules/ai/ai-quality.ts,imports,./ai-quality,high
apps/server/src/modules/ai/output-template.controller.ts,apps/server/src/modules/ai/output-template.service.ts,injects,OutputTemplateService,high
apps/server/src/modules/ai/output-template.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/output-template.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/output-template.service.ts,apps/server/src/modules/ai/ai-quality.ts,imports,./ai-quality,high
apps/server/src/modules/ai/output-template.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,reads-model,outputTemplate.findMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,reads-model,outputTemplate.findFirst(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.updateMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.create(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.updateMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.updateMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.update(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.delete(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.updateMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.update(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,writes-model,outputTemplate.updateMany(),high
apps/server/src/modules/ai/output-template.service.ts,model:outputTemplate,reads-model,outputTemplate.findFirst(),high
apps/server/src/modules/ai/pattern-detector.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/pattern-detector.service.ts,@nestjs/event-emitter,imports-external,@nestjs/event-emitter,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/model-gateway.service.ts,imports,./model-gateway.service,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/ai-memory.service.ts,imports,./ai-memory.service,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/ai-usage.service.ts,imports,./ai-usage.service,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/core/scheduling/safe-interval.ts,imports,../../core/scheduling/safe-interval,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/model-gateway.service.ts,injects,ModelGatewayService,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/ai-memory.service.ts,injects,AiMemoryService,high
apps/server/src/modules/ai/pattern-detector.service.ts,apps/server/src/modules/ai/ai-usage.service.ts,injects,AiUsageService,high
apps/server/src/modules/ai/pattern-detector.service.ts,pattern.detected,emits,pattern.detected,high
apps/server/src/modules/ai/pattern-detector.service.ts,model:business,reads-model,business.findMany(),high
apps/server/src/modules/ai/pattern-detector.service.ts,model:supportTicket,reads-model,supportTicket.findMany(),high
apps/server/src/modules/ai/pattern-detector.service.ts,model:booking,reads-model,booking.findMany(),high
apps/server/src/modules/ai/pattern-detector.service.ts,model:contactEvent,reads-model,contactEvent.findMany(),high
apps/server/src/modules/ai/pattern-detector.service.ts,model:invoice,reads-model,invoice.findMany(),high
apps/server/src/modules/ai/payments-tools.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/payments-tools.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/payments-tools.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/payments-tools.spec.ts,apps/server/src/modules/ai/flow-tool-registry.ts,imports,./flow-tool-registry,high
apps/server/src/modules/ai/people-tools.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/people-tools.spec.ts,apps/server/src/modules/ai/flow-orchestrator.service.ts,imports,./flow-orchestrator.service,high
apps/server/src/modules/ai/people-tools.spec.ts,apps/server/src/modules/ai/flow-tool-registry.ts,imports,./flow-tool-registry,high
apps/server/src/modules/ai/people-tools.spec.ts,apps/server/src/modules/structure/structure.service.ts,imports,../structure/structure.service,high
apps/server/src/modules/ai/people-tools.spec.ts,apps/server/src/modules/task-assignments/task-assignment.service.ts,imports,../task-assignments/task-assignment.service,high
apps/server/src/modules/ai/perception-join.spec.ts,vitest,imports-external,vitest,high
apps/server/src/modules/ai/perception-join.spec.ts,node:fs,imports-external,node:fs,high
apps/server/src/modules/ai/perception-join.spec.ts,node:path,imports-external,node:path,high
apps/server/src/modules/ai/perception-join.spec.ts,apps/server/src/modules/ai/flow-orchestrator.service.ts,imports,./flow-orchestrator.service,high
apps/server/src/modules/ai/plan-executor.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/plan-executor.service.ts,@nestjs/event-emitter,imports-external,@nestjs/event-emitter,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/plan-executor.service.ts,@nestjs/event-emitter,imports-external,@nestjs/event-emitter,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/ai-oversight.service.ts,imports,./ai-oversight.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/flow-orchestrator.service.ts,imports,./flow-orchestrator.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/ai-execution-log.service.ts,imports,./ai-execution-log.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/timeline/timeline.service.ts,imports,../timeline/timeline.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/queue.service.ts,imports,./queue.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/agent-state-machine.service.ts,imports,./agent-state-machine.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/key-autonomy/autonomy-orchestrator.service.ts,imports,../key-autonomy/autonomy-orchestrator.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/key-autonomy/key-action-proposal.service.ts,imports,../key-autonomy/key-action-proposal.service,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/core/scheduling/safe-interval.ts,imports,../../core/scheduling/safe-interval,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/core/prisma/prisma.service.ts,injects,PrismaService,high
apps/server/src/modules/ai/plan-executor.service.ts,apps/server/src/modules/ai/ai-oversight.service.ts,injects,AiOversightService,high
apps/server/src/modules/ai/plan-executor.service.ts,plan.executed,emits,plan.executed,high
apps/server/src/modules/ai/plan-executor.service.ts,plan.approved,listens,plan.approved,high
apps/server/src/modules/ai/plan-executor.service.ts,key.action.approved,listens,key.action.approved,high
apps/server/src/modules/ai/plan-executor.service.ts,key.action.rejected,listens,key.action.rejected,high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,reads-model,aiPlan.findMany(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,reads-model,aiPlan.findUnique(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,writes-model,aiPlan.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,reads-model,aiPlan.findUnique(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,writes-model,aiPlan.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlan,reads-model,aiPlan.findUnique(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/plan-executor.service.ts,model:aiPlanStep,writes-model,aiPlanStep.update(),high
apps/server/src/modules/ai/planner.service.ts,@nestjs/common,imports-external,@nestjs/common,high
apps/server/src/modules/ai/planner.service.ts,@prisma/client,imports-external,@prisma/client,high
apps/server/src/modules/ai/planner.service.ts,apps/server/src/core/prisma/prisma.service.ts,imports,../../core/prisma/prisma.service,high
apps/server/src/modules/ai/planner.service.ts,apps/server/src/modules/ai/ai-usage.service.ts,imports,./ai-usage.service,high
